SAMINATURA BINEFAR;;;;;;;;;;;;;;;;;;;;;;
ARTICULOS GENERAL;;;;;;;;;;;;;;;;;;;;;;

Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F
1596;1596;jarabe classic;UNIDADES;10%;;;NORMAL;;V;C;S; 
865;865;JUDIAS VERDES;UNIDADES;10%;;;NORMAL;;V;C;S; 
1443;1443;K2 D3;UNIDADES;10%;;;NORMAL;;V;C;S; 
1537;1537;KETOGENIC GOLAGEN;UNIDADES;10%;;;NORMAL;;V;C;S; 
366;366;kuzu biocop;UNIDADES;10%;;;NORMAL;;V;C;S; 
995;995;L CARNITINA;UNIDADES;10%;;;NORMAL;;V;C;S; 
501;501;L TRIPTO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1236;1236;L-ARGININA ESSENTIAL;UNIDADES;10%;;;NORMAL;;V;C;S; 
1355;1355;L-ARGININE swanson;UNIDADES;10%;;;NORMAL;;V;C;S; 
1641;1641;l-glutamina 500mg;UNIDADES;10%;;;NORMAL;;V;C;S; 
1478;1478;lactasa enzyme;UNIDADES;10%;;;NORMAL;;V;C;S; 
1368;1368;lax anis hinojo;UNIDADES;10%;;;NORMAL;;V;C;S; 
1496;1496;lecitina de soja;UNIDADES;10%;;;NORMAL;;V;C;S; 
989;989;LECHE DE COCO;UNIDADES;10%;;;NORMAL;;V;C;S; 
498;498;LEV ARROZ ROJO 400C;UNIDADES;10%;;;NORMAL;;V;C;S; 
3096;3096;levadura de cerveza sotya;UNIDADES;10%;;;NORMAL;;V;C;S; 
859;859;LEVADURA MADRE;UNIDADES;10%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 40 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001001 NUTRICION;;;;;;;;;;;;;;;;;;;;;;
1511;1511;levadura nutricional;UNIDADES;10%;;;NORMAL;;V;C;S; 
314;314;LEVADURA NUTRICIONAL 150G;UNIDADES;10%;;;NORMAL;;V;C;S; 
315;315;maca 200g ecob;UNIDADES;10%;;;NORMAL;;V;C;S; 
392;392;MACA NEGRA;UNIDADES;10%;;;NORMAL;;V;C;S; 
987;987;MACHA 100G;UNIDADES;10%;;;NORMAL;;V;C;S; 
988;988;MACHA CEREMONIAL;UNIDADES;10%;;;NORMAL;;V;C;S; 
504;504;MAG;UNIDADES;10%;;;NORMAL;;V;C;S; 
991;991;MAG BISGLY;UNIDADES;10%;;;NORMAL;;V;C;S; 
1493;1493;MANGO AFRICANO;UNIDADES;10%;;;NORMAL;;V;C;S; 
386;386;MANTECA CACAO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1463;1463;MANUKA MGO 100;UNIDADES;10%;;;NORMAL;;V;C;S; 
1369;1369;MAST LAX;UNIDADES;10%;;;NORMAL;;V;C;S; 
1265;1265;MCT POLVO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1469;1469;MEGA TRIBULUS SWANSON;UNIDADES;10%;;;NORMAL;;V;C;S; 
500;500;MELATONINA 250C;UNIDADES;10%;;;NORMAL;;V;C;S; 
1222;1222;MELATONINA PURA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1534;1534;melena de leon;UNIDADES;10%;;;NORMAL;;V;C;S; 
1622;1622;MEN G5;UNIDADES;10%;;;NORMAL;;V;C;S; 
1338;1338;menopause;UNIDADES;10%;;;NORMAL;;V;C;S; 
496;496;MIX CHL/ESP 600C;UNIDADES;10%;;;NORMAL;;V;C;S; 
1269;1269;MIX HIERBA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1204;1204;MORINGA CAP;UNIDADES;10%;;;NORMAL;;V;C;S; 
316;316;MORINGA POLVO 200G;UNIDADES;10%;;;NORMAL;;V;C;S; 
380;380;MSM;UNIDADES;10%;;;NORMAL;;V;C;S; 
1575;1575;MUCPROPOL;UNIDADES;10%;;;NORMAL;;V;C;S; 
1547;1547;multimax;UNIDADES;10%;;;NORMAL;;V;C;S; 
1164;1164;MULTIVITAMINICO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1165;1165;MULTIVITAMINICO KIDS;UNIDADES;10%;;;NORMAL;;V;C;S; 
1192;1192;multivitaminico niño;UNIDADES;10%;;;NORMAL;;V;C;S; 
1199;1199;NAC;UNIDADES;10%;;;NORMAL;;V;C;S; 
1479;1479;NAUSTOP;UNIDADES;10%;;;NORMAL;;V;C;S; 
506;506;NOOTROPIC;UNIDADES;10%;;;NORMAL;;V;C;S; 
507;507;omega 3;UNIDADES;10%;;;NORMAL;;V;C;S; 
1446;1446;omega 3679;UNIDADES;10%;;;NORMAL;;V;C;S; 
990;990;OMEGA 369;UNIDADES;10%;;;NORMAL;;V;C;S; 
1533;1533;OMEGA3-6-9 HSN;UNIDADES;10%;;;NORMAL;;V;C;S; 
1198;1198;oregano oil 120softgel swanson;UNIDADES;0%;;;NORMAL;;V;C;S; 
1630;1630;original silicium 1l;UNIDADES;10%;;;NORMAL;;V;C;S; 
1594;1594;OTIPROPOL;UNIDADES;10%;;;NORMAL;;V;C;S; 
1481;1481;OVAPRO;UNIDADES;10%;;;NORMAL;;V;C;S; 
855;855;PATATAS FRITAS CON PIEL;UNIDADES;10%;;;NORMAL;;V;C;S; 
1574;1574;PEC;UNIDADES;10%;;;NORMAL;;V;C;S; 
1605;1605;PEC ADULTO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1606;1606;PECPROPOLIS KIDS;UNIDADES;21%;;;NORMAL;;V;C;S; 
981;981;POWER MIX;UNIDADES;10%;;;NORMAL;;V;C;S; 
1441;1441;prenatal optim;UNIDADES;10%;;;NORMAL;;V;C;S; 
1467;1467;PROBIOTICOS;UNIDADES;10%;;;NORMAL;;V;C;S; 
1166;1166;probioticos kids;UNIDADES;10%;;;NORMAL;;V;C;S; 
1625;1625;profit;UNIDADES;10%;;;NORMAL;;V;C;S; 
1626;1626;PROFLORA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1580;1580;PROPOBIOTIC;UNIDADES;10%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 41 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001001 NUTRICION;;;;;;;;;;;;;;;;;;;;;;
1586;1586;PROPONORM 120 c;UNIDADES;10%;;;NORMAL;;V;C;S; 
1585;1585;PROPONORM 60C;UNIDADES;10%;;;NORMAL;;V;C;S; 
317;317;proteina cañamo 200g;UNIDADES;10%;;;NORMAL;;V;C;S; 
1191;1191;QUERCETINA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1352;1352;RESVERATROL 500MG;UNIDADES;10%;;;NORMAL;;V;C;S; 
1645;1645;selenium;UNIDADES;0%;;;NORMAL;;V;C;S; 
1588;1588;SENIPROPOL;UNIDADES;10%;;;NORMAL;;V;C;S; 
839;839;SETAS REISHI;UNIDADES;10%;;;NORMAL;;V;C;S; 
383;383;SHATAVARI;UNIDADES;10%;;;NORMAL;;V;C;S; 
395;395;SHATAVARI CAP;UNIDADES;10%;;;NORMAL;;V;C;S; 
391;391;SHILAJIT;UNIDADES;10%;;;NORMAL;;V;C;S; 
1611;1611;silicio;UNIDADES;10%;;;NORMAL;;V;C;S; 
1631;1631;SILIPLANT G7 1L;UNIDADES;10%;;;NORMAL;;V;C;S; 
1632;1632;siliplant silicium g7 500g;UNIDADES;10%;;;NORMAL;;V;C;S; 
867;867;SNACK DE MAIZ Y ESPELTA;UNIDADES;10%;;;NORMAL;;V;C;S; 
857;857;snack de maiz y trigo;UNIDADES;10%;;;NORMAL;;V;C;S; 
861;861;SNACK NORI;UNIDADES;10%;;;NORMAL;;V;C;S; 
843;843;SNACK NORI CURCUMA;UNIDADES;10%;;;NORMAL;;V;C;S; 
864;864;SNACK NORI CURCUMA UNIDAD;UNIDADES;10%;;;NORMAL;;V;C;S; 
860;860;SNACK NORI CHILI;UNIDADES;10%;;;NORMAL;;V;C;S; 
863;863;SNACK NORI CHILI UNIDAD;UNIDADES;10%;;;NORMAL;;V;C;S; 
862;862;SNACK NORI UNIDAD;UNIDADES;10%;;;NORMAL;;V;C;S; 
318;318;SPIRULINA 200G;UNIDADES;10%;;;NORMAL;;V;C;S; 
1579;1579;SPRAY NASAL;UNIDADES;10%;;;NORMAL;;V;C;S; 
1642;1642;SULFORAPHANE;UNIDADES;10%;;;NORMAL;;V;C;S; 
1573;1573;T-JARABE;UNIDADES;10%;;;NORMAL;;V;C;S; 
1674;1674;TEMOR FLOWERS OF LIFE;UNIDADES;10%;;;NORMAL;;V;C;S; 
845;845;TORTA ARROZ QUINOA CHIA;UNIDADES;10%;;;NORMAL;;V;C;S; 
997;997;TRIBULUS LIFEPRO;UNIDADES;10%;;;NORMAL;;V;C;S; 
384;384;TRIPHALA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1507;1507;TRIPLE ALGA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1221;1221;TRIPTOFANO PURO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1510;1510;TULSI;UNIDADES;10%;;;NORMAL;;V;C;S; 
1591;1591;TUSI-PROPOL;UNIDADES;10%;;;NORMAL;;V;C;S; 
1491;1491;VARILESS;UNIDADES;10%;;;NORMAL;;V;C;S; 
1495;1495;VINAGRE + FUCUS;UNIDADES;10%;;;NORMAL;;V;C;S; 
1241;1241;vinagre de manzana;UNIDADES;10%;;;NORMAL;;V;C;S; 
1494;1494;vingre manz;UNIDADES;10%;;;NORMAL;;V;C;S; 
1492;1492;vit c;UNIDADES;10%;;;NORMAL;;V;C;S; 
509;509;VIT C 400C;UNIDADES;10%;;;NORMAL;;V;C;S; 
510;510;VIT D3;UNIDADES;10%;;;NORMAL;;V;C;S; 
1593;1593;VITAL KIDS;UNIDADES;10%;;;NORMAL;;V;C;S; 
1196;1196;vitex HSN;UNIDADES;10%;;;NORMAL;;V;C;S; 
1360;1360;VITMINA D3;UNIDADES;10%;;;NORMAL;;V;C;S; 
1442;1442;vitprobio;UNIDADES;10%;;;NORMAL;;V;C;S; 
994;994;VITS;UNIDADES;10%;;;NORMAL;;V;C;S; 
1621;1621;WOMEN G4;UNIDADES;10%;;;NORMAL;;V;C;S; 
835;835;XILITOL;UNIDADES;10%;;;NORMAL;;V;C;S; 
1572;1572;YEMOPROLIS;UNIDADES;10%;;;NORMAL;;V;C;S; 
1637;1637;zinc;UNIDADES;10%;;;NORMAL;;V;C;S; 

001002 ALIMENTACION;;;;;;;;;;;;;;;;;;;;;;

ARTICULOS GENERAL;;;;;;;;;Pagina 42 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001002 ALIMENTACION;;;;;;;;;;;;;;;;;;;;;;
1456;1456;ABDODREN;UNIDADES;10%;;;NORMAL;;V;C;S; 
1146;1146;abedul toobio;UNIDADES;10%;;;NORMAL;;V;C;S; 
942;942;ACEITE DE AGUACATE;UNIDADES;10%;;;NORMAL;;V;C;S; 
1532;1532;aceite de coco 1l;UNIDADES;10%;;;NORMAL;;V;C;S; 
973;973;ACEITE DE OLIVA 1L;UNIDADES;5%;;;NORMAL;;V;C;S; 
1039;1039;ACEITE DE SESAMO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1307;1307;aceitunas gigante;UNIDADES;10%;;;NORMAL;;V;C;S; 
1305;1305;ACHICORIA;UNIDADES;10%;;;NORMAL;;V;C;S; 
926;926;agua de coco;UNIDADES;10%;;;NORMAL;;V;C;S; 
936;936;AJO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1394;1394;albahaca;UNIDADES;10%;;;NORMAL;;V;C;S; 
934;934;ALBAHACA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1024;1024;alcachofa;UNIDADES;10%;;;NORMAL;;V;C;S; 
1390;1390;ALGARROBA C -CM-M;UNIDADES;10%;;;NORMAL;;V;C;S; 
969;969;ali-oli;UNIDADES;10%;;;NORMAL;;V;C;S; 
972;972;ALI-OLI UN;UNIDADES;10%;;;NORMAL;;V;C;S; 
1095;1095;ALIOLI;UNIDADES;10%;;;NORMAL;;V;C;S; 
1081;1081;altramuces picante;UNIDADES;10%;;;NORMAL;;V;C;S; 
1435;1435;arandanos rojos;UNIDADES;0%;;;NORMAL;;V;C;S; 
1422;1422;aros con cacao;UNIDADES;10%;;;NORMAL;;V;C;S; 
1232;1232;arrabbiata;UNIDADES;0%;;;NORMAL;;V;C;S; 
3353;3353;ARTICULO 3353;UNIDADES;10%;;;NORMAL;;V;C;S; 
1542;1542;AVENA FINA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1392;1392;AZUCAR DE COCO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1056;1056;baguette sg;UNIDADES;10%;;;NORMAL;;V;C;S; 
98;98;BAR LINO CHIA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1031;1031;BARRITA MANGO BAOBAB;UNIDADES;10%;;;NORMAL;;V;C;S; 
1144;1144;barrita maxi nutrition choco;UNIDADES;10%;;;NORMAL;;V;C;S; 
1037;1037;barrita muesli;UNIDADES;10%;;;NORMAL;;V;C;S; 
1036;1036;BASE DE PIZA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1143;1143;base piozza sg;UNIDADES;10%;;;NORMAL;;V;C;S; 
1518;1518;batido pro fresa;UNIDADES;10%;;;NORMAL;;V;C;S; 
1519;1519;BATIDO PRO VAINILLA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1434;1434;BAYAS DE LOS INCAS;UNIDADES;0%;;;NORMAL;;V;C;S; 
1023;1023;berenjena;UNIDADES;10%;;;NORMAL;;V;C;S; 
945;945;BIO BISCOTES;UNIDADES;10%;;;NORMAL;;V;C;S; 
1619;1619;biosalt;UNIDADES;10%;;;NORMAL;;V;C;S; 
924;924;BISCOCHO CACAO;UNIDADES;10%;;;NORMAL;;V;C;S; 
925;925;BISCOCHO PLATANO COCO;UNIDADES;10%;;;NORMAL;;V;C;S; 
922;922;BISCOCHO TRADICIONAL;UNIDADES;10%;;;NORMAL;;V;C;S; 
923;923;BISCOCHO ZAN NUECES;UNIDADES;10%;;;NORMAL;;V;C;S; 
1058;1058;bizcocho castaña;UNIDADES;10%;;;NORMAL;;V;C;S; 
1136;1136;BONBON FRUTA;UNIDADES;10%;;;NORMAL;;V;C;S; 
961;961;BURGER SEITAN SHITAKE;UNIDADES;10%;;;NORMAL;;V;C;S; 
1413;1413;CACAO SOLUBLE;UNIDADES;10%;;;NORMAL;;V;C;S; 
929;929;caldo;UNIDADES;10%;;;NORMAL;;V;C;S; 
928;928;CALDO DE VERDURA;UNIDADES;10%;;;NORMAL;;V;C;S; 
927;927;CALDO POLLO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1397;1397;CANELA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1396;1396;canela molida;UNIDADES;10%;;;NORMAL;;V;C;S; 
1230;1230;caprese;UNIDADES;0%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 43 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001002 ALIMENTACION;;;;;;;;;;;;;;;;;;;;;;
1295;1295;CARAMELO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1293;1293;caramelos romero;UNIDADES;0%;;;NORMAL;;V;C;S; 
1398;1398;cardamomo molido;UNIDADES;10%;;;NORMAL;;V;C;S; 
1080;1080;cardo;UNIDADES;10%;;;NORMAL;;V;C;S; 
1327;1327;CASTAÑO INDIO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1609;1609;CAYENA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1399;1399;CEBOLLA MOLIDA;UNIDADES;10%;;;NORMAL;;V;C;S; 
948;948;CELIBIO AVENA MANZ;UNIDADES;10%;;;NORMAL;;V;C;S; 
949;949;celibio coco naranja;UNIDADES;10%;;;NORMAL;;V;C;S; 
947;947;celibio coco piña;UNIDADES;10%;;;NORMAL;;V;C;S; 
1608;1608;cilantro;UNIDADES;10%;;;NORMAL;;V;C;S; 
1437;1437;cirulas;UNIDADES;0%;;;NORMAL;;V;C;S; 
1395;1395;CLAVO MOLIDO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1432;1432;COCO RALLADO;UNIDADES;10%;;;NORMAL;;V;C;S; 
933;933;comino;UNIDADES;10%;;;NORMAL;;V;C;S; 
980;980;COMPOTA DE ARANDANOS;UNIDADES;10%;;;NORMAL;;V;C;S; 
1088;1088;CONCENTRADO DE AGAVE;UNIDADES;10%;;;NORMAL;;V;C;S; 
1424;1424;conchas;UNIDADES;10%;;;NORMAL;;V;C;S; 
962;962;COOKIE AVENA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1531;1531;copos de avena 1kg;UNIDADES;4%;;;NORMAL;;V;C;S; 
1145;1145;CREMA DE COCO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1401;1401;CURCUMA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1402;1402;curcuma con p y g;UNIDADES;4%;;;NORMAL;;V;C;S; 
931;931;curry;UNIDADES;10%;;;NORMAL;;V;C;S; 
1404;1404;CURRY;UNIDADES;10%;;;NORMAL;;V;C;S; 
1427;1427;champioñon negro;UNIDADES;10%;;;NORMAL;;V;C;S; 
1099;1099;CHIPS C AGRIA;UNIDADES;10%;;;NORMAL;;V;C;S; 
963;963;chips de garbanzos familiar;UNIDADES;10%;;;NORMAL;;V;C;S; 
1097;1097;CHIPS F H;UNIDADES;10%;;;NORMAL;;V;C;S; 
965;965;CHIPS GARBANZOS Y PIMEINTA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1100;1100;chips queso;UNIDADES;10%;;;NORMAL;;V;C;S; 
1098;1098;chips trufa;UNIDADES;10%;;;NORMAL;;V;C;S; 
1101;1101;CHIPS VEGETALES;UNIDADES;10%;;;NORMAL;;V;C;S; 
940;940;chucrot;UNIDADES;10%;;;NORMAL;;V;C;S; 
1089;1089;CHUFA CONCENTRADO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1135;1135;CHUPA YUM;UNIDADES;0%;;;NORMAL;;V;C;S; 
1141;1141;CHUPS;UNIDADES;0%;;;NORMAL;;V;C;S; 
1142;1142;chups pack;UNIDADES;0%;;;NORMAL;;V;C;S; 
1623;1623;epsom;UNIDADES;10%;;;NORMAL;;V;C;S; 
1391;1391;eritritol 250g;UNIDADES;10%;;;NORMAL;;V;C;S; 
1234;1234;espaguetes napoletana;UNIDADES;0%;;;NORMAL;;V;C;S; 
1233;1233;ESPAGUETIS A LA ITALINA;UNIDADES;0%;;;NORMAL;;V;C;S; 
1086;1086;ESPARRAGO BLANCO EXTRA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1085;1085;esparrago verde;UNIDADES;10%;;;NORMAL;;V;C;S; 
1087;1087;esparragos blancos;UNIDADES;10%;;;NORMAL;;V;C;S; 
1108;1108;ESPIRALES 3 LEG;UNIDADES;10%;;;NORMAL;;V;C;S; 
1110;1110;ESPIRALES GARBNZ;UNIDADES;10%;;;NORMAL;;V;C;S; 
1105;1105;espirales guis albah;UNIDADES;10%;;;NORMAL;;V;C;S; 
1106;1106;ESPIRALES LENTEJAS ROJASTOMT;UNIDADES;10%;;;NORMAL;;V;C;S; 
1109;1109;espirales lentj rojas;UNIDADES;10%;;;NORMAL;;V;C;S; 
29;29;ESTRELIITAS intg 500g;UNIDADES;5%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 44 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001002 ALIMENTACION;;;;;;;;;;;;;;;;;;;;;;
1423;1423;ESTRELLAS;UNIDADES;10%;;;NORMAL;;V;C;S; 
1426;1426;FECULA DE PATATA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1107;1107;fideos espelta;UNIDADES;10%;;;NORMAL;;V;C;S; 
952;;galletas coco SG;UNIDADES;10%;;;NORMAL;;V;C;S; 
951;951;GALLETAS CHOCO SG;UNIDADES;10%;;;NORMAL;;V;C;S; 
937;937;GALLETAS DE ARANDANOS S G;UNIDADES;10%;;;NORMAL;;V;C;S; 
1040;1040;galletas de avena y sarraceno;UNIDADES;10%;;;NORMAL;;V;C;S; 
1312;1312;galletas de maiz y limon;UNIDADES;10%;;;NORMAL;;V;C;S; 
953;953;galletas fresa SG;UNIDADES;10%;;;NORMAL;;V;C;S; 
1314;1314;galletas s/az coco;UNIDADES;10%;;;NORMAL;;V;C;S; 
1018;1018;GALLETAS SALADAS;UNIDADES;10%;;;NORMAL;;V;C;S; 
1313;1313;GALLETAS SIN AZUCAR CANELLA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1034;1034;GALLETAS T SARRACENOALMENDRA SG;UNIDADES;10%;;;NORMAL;;V;C;S; 
1032;1032;GALLETAS T SARRACENO COCOSG;UNIDADES;10%;;;NORMAL;;V;C;S; 
1033;1033;GALLETAS T SARRACENO SG;UNIDADES;10%;;;NORMAL;;V;C;S; 
976;976;GAZPACHO SG;UNIDADES;10%;;;NORMAL;;V;C;S; 
1551;1551;ghee;UNIDADES;10%;;;NORMAL;;V;C;S; 
1431;1431;goji;UNIDADES;0%;;;NORMAL;;V;C;S; 
1328;1328;gordo lobo;UNIDADES;10%;;;NORMAL;;V;C;S; 
1372;1372;harina de avena s g;UNIDADES;0%;;;NORMAL;;V;C;S; 
1414;1414;HARINA DE GARBANZOS;UNIDADES;0%;;;NORMAL;;V;C;S; 
1371;1371;HARINA DE MAIZ;UNIDADES;0%;;;NORMAL;;V;C;S; 
1464;1464;harina de tapioca;UNIDADES;0%;;;NORMAL;;V;C;S; 
1417;1417;HARINA GUAR;UNIDADES;10%;;;NORMAL;;V;C;S; 
1330;1330;hoja frambuesa;UNIDADES;10%;;;NORMAL;;V;C;S; 
1460;1460;hummus;UNIDADES;10%;;;NORMAL;;V;C;S; 
1416;1416;impulsador;UNIDADES;10%;;;NORMAL;;V;C;S; 
1415;1415;IMPULSADOR;UNIDADES;10%;;;NORMAL;;V;C;S; 
1148;1148;JABON QUITAMANCHAS;UNIDADES;10%;;;NORMAL;;V;C;S; 
1150;1150;kefir cabra 1l;UNIDADES;10%;;;NORMAL;;V;C;S; 
1520;1520;KOMBUCHA GREEN;UNIDADES;21%;;;NORMAL;;V;C;S; 
1521;1521;kombucha te;UNIDADES;10%;;;NORMAL;;V;C;S; 
946;946;KOMBUJITO;UNIDADES;21%;;;NORMAL;;V;C;S; 
1306;1306;KRUNCHY AVENA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1043;1043;krunchy bajo azucar f r;UNIDADES;10%;;;NORMAL;;V;C;S; 
1044;1044;krunchy bajo azucar F S;UNIDADES;10%;;;NORMAL;;V;C;S; 
956;956;la tortilla de mais;UNIDADES;10%;;;NORMAL;;V;C;S; 
1308;1308;la vida avellanas;UNIDADES;10%;;;NORMAL;;V;C;S; 
1310;1310;la vida nueces;UNIDADES;10%;;;NORMAL;;V;C;S; 
1309;1309;LA VIDA PISTACHO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1487;1487;LECITINA DE SOJA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1223;1223;LECHA DE OVJA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1147;1147;LECHE COCO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1050;1050;limpia frutas;UNIDADES;21%;;;NORMAL;;V;C;S; 
1388;1388;LUCUMA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1113;1113;macarrones tricolor;UNIDADES;10%;;;NORMAL;;V;C;S; 
1059;1059;MAGDALENAS;UNIDADES;10%;;;NORMAL;;V;C;S; 
921;921;magdalenas bolsa;UNIDADES;10%;;;NORMAL;;V;C;S; 
1425;1425;MAICENA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1436;1436;MANGO DES;UNIDADES;4%;;;NORMAL;;V;C;S; 
1462;1462;mantiquilla;UNIDADES;10%;;;NORMAL;;V;C;S; 

ARTICULOS GENERAL;;;;;;;;;Pagina 45 ;;;;;Fecha : 03/02/2026;;;;;;;;
Codigo;Referencia;Articulo;Medida;IVA;;Seccion;Tipo;;V;C;S;F

001002 ALIMENTACION;;;;;;;;;;;;;;;;;;;;;;
1430;1430;MANZANA DES;UNIDADES;10%;;;NORMAL;;V;C;S; 
1092;1092;mayonesa;UNIDADES;10%;;;NORMAL;;V;C;S; 
970;970;MAYONESA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1091;1091;MAYONESA VEGANA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1552;1552;MEGHEE;UNIDADES;10%;;;NORMAL;;V;C;S; 
1610;1610;mejorana;UNIDADES;10%;;;NORMAL;;V;C;S; 
1082;1082;melaza de arroz;UNIDADES;10%;;;NORMAL;;V;C;S; 
1420;1420;mezcla de arroz exotico;UNIDADES;0%;;;NORMAL;;V;C;S; 
1428;1428;MEZCLA DE FRUTAS DES;UNIDADES;0%;;;NORMAL;;V;C;S; 
1429;1429;mezcla f s;UNIDADES;0%;;;NORMAL;;V;C;S; 
1304;1304;mini piadina;UNIDADES;10%;;;NORMAL;;V;C;S; 
1403;1403;MIX CAN Y GIN;UNIDADES;10%;;;NORMAL;;V;C;S; 
1529;1529;mix con frutos secos;UNIDADES;0%;;;NORMAL;;V;C;S; 
1530;1530;MIX CON POÑONES;UNIDADES;0%;;;NORMAL;;V;C;S; 
1026;1026;MOLDE RUSTICO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1027;1027;MOLDE SEMILLAS SG;UNIDADES;10%;;;NORMAL;;V;C;S; 
1020;1020;muesle crujiente 1kg;UNIDADES;10%;;;NORMAL;;V;C;S; 
1021;1021;muesle original 1kg;UNIDADES;10%;;;NORMAL;;V;C;S; 
943;943;MULTIUSOS;UNIDADES;21%;;;NORMAL;;V;C;S; 
90;90;musgo de mar 25g;UNIDADES;0%;;;NORMAL;;V;C;S; 
1512;1512;MUSLI;UNIDADES;10%;;;NORMAL;;V;C;S; 
1193;1193;NOCCO;UNIDADES;21%;;;NORMAL;;V;C;S; 
1226;1226;nocco mango;UNIDADES;21%;;;NORMAL;;V;C;S; 
1405;1405;NUEZ MOSCADA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1054;1054;palitos queso;UNIDADES;10%;;;NORMAL;;V;C;S; 
1053;1053;PALITOS SESAMO;UNIDADES;10%;;;NORMAL;;V;C;S; 
1052;1052;palitos tomate;UNIDADES;10%;;;NORMAL;;V;C;S; 
1311;1311;pan de espelta y avena;UNIDADES;10%;;;NORMAL;;V;C;S; 
1516;1516;PAN TOST INTG LINO;UNIDADES;4%;;;NORMAL;;V;C;S; 
1513;1513;pan tostado de espelta;UNIDADES;10%;;;NORMAL;;V;C;S; 
1514;1514;PAN TOSTADO INTG;UNIDADES;10%;;;NORMAL;;V;C;S; 
1515;1515;PAN TOSTADO KAMUT;UNIDADES;10%;;;NORMAL;;V;C;S; 
1393;1393;PANELA;UNIDADES;10%;;;NORMAL;;V;C;S; 
1055;1055;PANICELLOS AVENA SG;UNIDADES;10%;;;NORMAL;;V;C;S; 
1112;1112;PASTA CON PUERROS;UNIDADES;10%;;;NORMAL;;V;C;S; 
939;939;PASTA QUINOA SG;UNIDADES;10%;;;NORMAL;;V;C;S; 
1523;1523;pechuga de pavo;UNIDADES;10%;;;NORMAL;;V;C;S; 
1524;1524;PECHUGA DE POLLO;UNIDADES;10%;;;NORMAL;;V;C;S; 
